CPV Code,Description
71300000Ingeniørtjenester71310000Rådgivning,"ingeniør- og byggetekniske tjenester71311000Rådgivning ingeniørtjenester i forbindelse med bygge- og anleggsarbeid71311100Støttetjenester i forbindelse med bygge- og anleggsarbeid71311200Rådgivning i forbindelse med transportsystemer71311210Rådgivning i forbindelse med hovedveier71311220Ingeniørarbeid i forbindelse med hovedveier71311230Ingeniørarbeid i forbindelse med jernbaner71311240Ingeniørarbeid i forbindelse med flyplasser71311300Rådgivning i forbindelse med infrastruktur71312000Rådgivning i forbindelse med bygningskonstruksjoner71313000Rådgivning i forbindelse med miljøteknikk71313100Rådgivning i forbindelse med støybekjempelse71313200Rådgivning i forbindelse med lydisolering og romakustikk71313400Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313410Risikoanalyse av bygge- og anleggsvirksomhet71313420Miljøstandarder for bygge- og anleggsvirksomhet71313430Miljøindikatoranalyse av bygge- og anleggsvirksomhet71313440Tjenester relatert til Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313450Miljøovervåkning av bygge- og anleggsvirksomhet71314000Energi og tilhørende tjenester71314100El-tjenester71314200Energiforvaltning71314300ENØK-rådgivning71314310Tjenesteytelser i forbindelse med varmeisolering av bygninger71315000Bygningsteknikk71315100Rådgivning i forbindelse med bygningsmaterialer71315200Konsulentvirksomhet i forbindelse med bygging71315210Rådgivning i forbindelse med bygningsteknikk71315300Byggningsoppmålingstjenster71315400Bygningsinspeksjon71315410Inspeksjon av ventilasjonssystemer71316000Rådgivning i forbindelse med telekommunikasjon71317000Rådgivning i forbindelse med beskyttelse mot og kontroll av farer71317100Rådgivning i forbindelse med beskyttelse og kontroll av brann og eksplosjon71317200Helse- og sikkerhetstjeneste71317210Rådgivning i forbindelse med helse- og sikkerhet71318000Veiledende og rådgivende ingeniørvirksomhet71318100Tjenesteytelser innen belysnings- og dagslysteknikk71319000Sakkyndige vitnetjenester71320000Prosjektering71321000Prosjektering av mekaniske og elektriske installasjoner71321100Byggeøkonomiske tjenester71321200Prosjektering av varmesystemer71321300Rådgivningstjenester relatert til rørlegging71321400Rådgivningstjenester relatert til ventilasjon71322000Prosjektering av anleggsarbeid71322100Masseberegning i forbindelse med anleggsarbeid71322200Prosjektering av rørledning71322300Prosjektering av broer71322400Prosjektering av demninger71322500Ingeniørmessig prosjektering i forbindelse med trafikkanlegg71323000Prosjektering i forbindelse med industriell bearbeiding og produksjon71323100Prosjektering av elkraftsystem71323200Prosjektering av anlegg, fabrikk71324000Masseberegning71325000Prosjektering av fundament71326000Hjelpevirksomhet i forbindelse med byggetjenster71327000Tjenesteytelser innen prosjektering av bærende konstruksjoner71328000Tjenesteytelser innen kontrollberegning av prosjekterte bærende konstruksjoner71330000Diverse former for ingeniørtjenster71331000Ingeniørtjenester i forbindelse med boreslamteknikk71332000Geoteknisk ingeniørtjenster71333000Maskintekniske ingeniørtjenester71334000Maskintekniske og elektrotekniske ingeniørtjenester71335000Tekniske undersøkelser71336000Ingeniørmessig støttetjenester71337000Korrosjonstekniske ingeniørtjenester71340000Integrert ingeniørtjenester71350000Vitenskapelig og teknisk virksomhet i forbindelse med ingeniørarbeid71351000Geologisk, geofysisk og annen vitenskapelig prospektering71351100Forberedelse og analyse av kjerner71351200Geologisk og geofysisk rådgivning71351210Geofysiske rådgivningstjenester71351220Geologisk rådgivning71351300Mikropaleontologisk analyse71351400Petrofysiske tolkninger71351500Grunnundersøkelser71351600Værmeldingstjenester71351610Metrologitjenester71351700Vitenskapelig prospektering71351710Geofysisk prospektering71351720Geofysikaliske undersøkelser av arkeologiske utgravninger71351730Geologisk prospektering71351800Topografi- og dykkertjenester71351810Topografiske tjenester71351820Vannsøketjenester71351900Geologi-, oseanografi- og hydrologitjenester71351910Geologitjenester71351920Oseanografi- og hydrologitjenester71352000Underjordiske måletjenester71352100Seismiske tjenester71352110Seismografiske målinger71352120Seismisk datafangst71352130Innsamling av seismiske data71352140Behandling av seismiske data71352300Magnetometriske målinger71353000Overflatemålinger71353100Hydrografiske målinger71353200Dimensjonsmålinger71354000Kartfremstilling71354100Digital kartlegging71354200Kartlegging fra luften71354300Undersøking med hensyn til matrikkel/grunnbok71354400Hydrografiske tjenester71354500Maritim måling71355000Oppmålingstjenester71355100Fotogrammetritjenester71355200Geografisk oppmåling71356000Tekniske tjenester71356100Tekniske kontrolltjenester71356200Teknisk bistand71356300Tekniske støttetjenester71356400Tekniske planleggingstjenster"
71310000Rådgivning,ingeniør- og byggetekniske tjenester71311000Rådgivning ingeniørtjenester i forbindelse med bygge- og anleggsarbeid71311100Støttetjenester i forbindelse med bygge- og anleggsarbeid71311200Rådgivning i forbindelse med transportsystemer71311210Rådgivning i forbindelse med hovedveier71311220Ingeniørarbeid i forbindelse med hovedveier71311230Ingeniørarbeid i forbindelse med jernbaner71311240Ingeniørarbeid i forbindelse med flyplasser71311300Rådgivning i forbindelse med infrastruktur71312000Rådgivning i forbindelse med bygningskonstruksjoner71313000Rådgivning i forbindelse med miljøteknikk71313100Rådgivning i forbindelse med støybekjempelse71313200Rådgivning i forbindelse med lydisolering og romakustikk71313400Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313410Risikoanalyse av bygge- og anleggsvirksomhet71313420Miljøstandarder for bygge- og anleggsvirksomhet71313430Miljøindikatoranalyse av bygge- og anleggsvirksomhet71313440Tjenester relatert til Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313450Miljøovervåkning av bygge- og anleggsvirksomhet71314000Energi og tilhørende tjenester71314100El-tjenester71314200Energiforvaltning71314300ENØK-rådgivning71314310Tjenesteytelser i forbindelse med varmeisolering av bygninger71315000Bygningsteknikk71315100Rådgivning i forbindelse med bygningsmaterialer71315200Konsulentvirksomhet i forbindelse med bygging71315210Rådgivning i forbindelse med bygningsteknikk71315300Byggningsoppmålingstjenster71315400Bygningsinspeksjon71315410Inspeksjon av ventilasjonssystemer71316000Rådgivning i forbindelse med telekommunikasjon71317000Rådgivning i forbindelse med beskyttelse mot og kontroll av farer71317100Rådgivning i forbindelse med beskyttelse og kontroll av brann og eksplosjon71317200Helse- og sikkerhetstjeneste71317210Rådgivning i forbindelse med helse- og sikkerhet71318000Veiledende og rådgivende ingeniørvirksomhet71318100Tjenesteytelser innen belysnings- og dagslysteknikk71319000Sakkyndige vitnetjenester
71311000Rådgivning,ingeniørtjenester i forbindelse med bygge- og anleggsarbeid71311100Støttetjenester i forbindelse med bygge- og anleggsarbeid71311200Rådgivning i forbindelse med transportsystemer71311210Rådgivning i forbindelse med hovedveier71311220Ingeniørarbeid i forbindelse med hovedveier71311230Ingeniørarbeid i forbindelse med jernbaner71311240Ingeniørarbeid i forbindelse med flyplasser71311300Rådgivning i forbindelse med infrastruktur
71311100Støttetjenester,i forbindelse med bygge- og anleggsarbeid
71311200Rådgivning,i forbindelse med transportsystemer71311210Rådgivning i forbindelse med hovedveier71311220Ingeniørarbeid i forbindelse med hovedveier71311230Ingeniørarbeid i forbindelse med jernbaner71311240Ingeniørarbeid i forbindelse med flyplasser
71311210Rådgivning,i forbindelse med hovedveier
71311220Ingeniørarbeid,i forbindelse med hovedveier
71311230Ingeniørarbeid,i forbindelse med jernbaner
71311240Ingeniørarbeid,i forbindelse med flyplasser
71311300Rådgivning,i forbindelse med infrastruktur
71312000Rådgivning,i forbindelse med bygningskonstruksjoner
71313000Rådgivning,i forbindelse med miljøteknikk71313100Rådgivning i forbindelse med støybekjempelse71313200Rådgivning i forbindelse med lydisolering og romakustikk71313400Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313410Risikoanalyse av bygge- og anleggsvirksomhet71313420Miljøstandarder for bygge- og anleggsvirksomhet71313430Miljøindikatoranalyse av bygge- og anleggsvirksomhet71313440Tjenester relatert til Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313450Miljøovervåkning av bygge- og anleggsvirksomhet
71313100Rådgivning,i forbindelse med støybekjempelse
71313200Rådgivning,i forbindelse med lydisolering og romakustikk
71313400Miljøpåvirkningsanalyse,av bygge- og anleggsvirksomhet71313410Risikoanalyse av bygge- og anleggsvirksomhet71313420Miljøstandarder for bygge- og anleggsvirksomhet71313430Miljøindikatoranalyse av bygge- og anleggsvirksomhet71313440Tjenester relatert til Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet71313450Miljøovervåkning av bygge- og anleggsvirksomhet
71313410Risikoanalyse,av bygge- og anleggsvirksomhet
71313420Miljøstandarder,for bygge- og anleggsvirksomhet
71313430Miljøindikatoranalyse,av bygge- og anleggsvirksomhet
71313440Tjenester,relatert til Miljøpåvirkningsanalyse av bygge- og anleggsvirksomhet
71313450Miljøovervåkning,av bygge- og anleggsvirksomhet
71314000Energi,og tilhørende tjenester71314100El-tjenester71314200Energiforvaltning71314300ENØK-rådgivning71314310Tjenesteytelser i forbindelse med varmeisolering av bygninger
71314300ENØK-rådgivning71314310Tjenesteytelser,i forbindelse med varmeisolering av bygninger
71314310Tjenesteytelser,i forbindelse med varmeisolering av bygninger
71315000Bygningsteknikk71315100Rådgivning,i forbindelse med bygningsmaterialer71315200Konsulentvirksomhet i forbindelse med bygging71315210Rådgivning i forbindelse med bygningsteknikk71315300Byggningsoppmålingstjenster71315400Bygningsinspeksjon71315410Inspeksjon av ventilasjonssystemer
71315100Rådgivning,i forbindelse med bygningsmaterialer
71315200Konsulentvirksomhet,i forbindelse med bygging71315210Rådgivning i forbindelse med bygningsteknikk
71315210Rådgivning,i forbindelse med bygningsteknikk
71315400Bygningsinspeksjon71315410Inspeksjon,av ventilasjonssystemer
71315410Inspeksjon,av ventilasjonssystemer
71316000Rådgivning,i forbindelse med telekommunikasjon
71317000Rådgivning,i forbindelse med beskyttelse mot og kontroll av farer71317100Rådgivning i forbindelse med beskyttelse og kontroll av brann og eksplosjon71317200Helse- og sikkerhetstjeneste71317210Rådgivning i forbindelse med helse- og sikkerhet
71317100Rådgivning,i forbindelse med beskyttelse og kontroll av brann og eksplosjon
71317200Helse-,og sikkerhetstjeneste71317210Rådgivning i forbindelse med helse- og sikkerhet
71317210Rådgivning,i forbindelse med helse- og sikkerhet
71318000Veiledende,og rådgivende ingeniørvirksomhet71318100Tjenesteytelser innen belysnings- og dagslysteknikk
71318100Tjenesteytelser,innen belysnings- og dagslysteknikk
71319000Sakkyndige,vitnetjenester
71320000Prosjektering71321000Prosjektering,"av mekaniske og elektriske installasjoner71321100Byggeøkonomiske tjenester71321200Prosjektering av varmesystemer71321300Rådgivningstjenester relatert til rørlegging71321400Rådgivningstjenester relatert til ventilasjon71322000Prosjektering av anleggsarbeid71322100Masseberegning i forbindelse med anleggsarbeid71322200Prosjektering av rørledning71322300Prosjektering av broer71322400Prosjektering av demninger71322500Ingeniørmessig prosjektering i forbindelse med trafikkanlegg71323000Prosjektering i forbindelse med industriell bearbeiding og produksjon71323100Prosjektering av elkraftsystem71323200Prosjektering av anlegg, fabrikk71324000Masseberegning71325000Prosjektering av fundament71326000Hjelpevirksomhet i forbindelse med byggetjenster71327000Tjenesteytelser innen prosjektering av bærende konstruksjoner71328000Tjenesteytelser innen kontrollberegning av prosjekterte bærende konstruksjoner"
71321000Prosjektering,av mekaniske og elektriske installasjoner71321100Byggeøkonomiske tjenester71321200Prosjektering av varmesystemer71321300Rådgivningstjenester relatert til rørlegging71321400Rådgivningstjenester relatert til ventilasjon
71321100Byggeøkonomiske,tjenester
71321200Prosjektering,av varmesystemer
71321300Rådgivningstjenester,relatert til rørlegging
71321400Rådgivningstjenester,relatert til ventilasjon
71322000Prosjektering,av anleggsarbeid71322100Masseberegning i forbindelse med anleggsarbeid71322200Prosjektering av rørledning71322300Prosjektering av broer71322400Prosjektering av demninger71322500Ingeniørmessig prosjektering i forbindelse med trafikkanlegg
71322100Masseberegning,i forbindelse med anleggsarbeid
71322200Prosjektering,av rørledning
71322300Prosjektering,av broer
71322400Prosjektering,av demninger
71322500Ingeniørmessig,prosjektering i forbindelse med trafikkanlegg
71323000Prosjektering,"i forbindelse med industriell bearbeiding og produksjon71323100Prosjektering av elkraftsystem71323200Prosjektering av anlegg, fabrikk"
71323100Prosjektering,av elkraftsystem
71323200Prosjektering,"av anlegg, fabrikk"
71325000Prosjektering,av fundament
71326000Hjelpevirksomhet,i forbindelse med byggetjenster
71327000Tjenesteytelser,innen prosjektering av bærende konstruksjoner
71328000Tjenesteytelser,innen kontrollberegning av prosjekterte bærende konstruksjoner
71330000Diverse,former for ingeniørtjenster71331000Ingeniørtjenester i forbindelse med boreslamteknikk71332000Geoteknisk ingeniørtjenster71333000Maskintekniske ingeniørtjenester71334000Maskintekniske og elektrotekniske ingeniørtjenester71335000Tekniske undersøkelser71336000Ingeniørmessig støttetjenester71337000Korrosjonstekniske ingeniørtjenester
71331000Ingeniørtjenester,i forbindelse med boreslamteknikk
71332000Geoteknisk,ingeniørtjenster
71333000Maskintekniske,ingeniørtjenester
71334000Maskintekniske,og elektrotekniske ingeniørtjenester
71335000Tekniske,undersøkelser
71336000Ingeniørmessig,støttetjenester
71337000Korrosjonstekniske,ingeniørtjenester
71340000Integrert,ingeniørtjenester
71350000Vitenskapelig,"og teknisk virksomhet i forbindelse med ingeniørarbeid71351000Geologisk, geofysisk og annen vitenskapelig prospektering71351100Forberedelse og analyse av kjerner71351200Geologisk og geofysisk rådgivning71351210Geofysiske rådgivningstjenester71351220Geologisk rådgivning71351300Mikropaleontologisk analyse71351400Petrofysiske tolkninger71351500Grunnundersøkelser71351600Værmeldingstjenester71351610Metrologitjenester71351700Vitenskapelig prospektering71351710Geofysisk prospektering71351720Geofysikaliske undersøkelser av arkeologiske utgravninger71351730Geologisk prospektering71351800Topografi- og dykkertjenester71351810Topografiske tjenester71351820Vannsøketjenester71351900Geologi-, oseanografi- og hydrologitjenester71351910Geologitjenester71351920Oseanografi- og hydrologitjenester71352000Underjordiske måletjenester71352100Seismiske tjenester71352110Seismografiske målinger71352120Seismisk datafangst71352130Innsamling av seismiske data71352140Behandling av seismiske data71352300Magnetometriske målinger71353000Overflatemålinger71353100Hydrografiske målinger71353200Dimensjonsmålinger71354000Kartfremstilling71354100Digital kartlegging71354200Kartlegging fra luften71354300Undersøking med hensyn til matrikkel/grunnbok71354400Hydrografiske tjenester71354500Maritim måling71355000Oppmålingstjenester71355100Fotogrammetritjenester71355200Geografisk oppmåling71356000Tekniske tjenester71356100Tekniske kontrolltjenester71356200Teknisk bistand71356300Tekniske støttetjenester71356400Tekniske planleggingstjenster"
"71351000Geologisk,","geofysisk og annen vitenskapelig prospektering71351100Forberedelse og analyse av kjerner71351200Geologisk og geofysisk rådgivning71351210Geofysiske rådgivningstjenester71351220Geologisk rådgivning71351300Mikropaleontologisk analyse71351400Petrofysiske tolkninger71351500Grunnundersøkelser71351600Værmeldingstjenester71351610Metrologitjenester71351700Vitenskapelig prospektering71351710Geofysisk prospektering71351720Geofysikaliske undersøkelser av arkeologiske utgravninger71351730Geologisk prospektering71351800Topografi- og dykkertjenester71351810Topografiske tjenester71351820Vannsøketjenester71351900Geologi-, oseanografi- og hydrologitjenester71351910Geologitjenester71351920Oseanografi- og hydrologitjenester"
71351100Forberedelse,og analyse av kjerner
71351200Geologisk,og geofysisk rådgivning71351210Geofysiske rådgivningstjenester71351220Geologisk rådgivning
71351210Geofysiske,rådgivningstjenester
71351220Geologisk,rådgivning
71351300Mikropaleontologisk,analyse
71351400Petrofysiske,tolkninger
71351700Vitenskapelig,prospektering71351710Geofysisk prospektering71351720Geofysikaliske undersøkelser av arkeologiske utgravninger71351730Geologisk prospektering
71351710Geofysisk,prospektering
71351720Geofysikaliske,undersøkelser av arkeologiske utgravninger
71351730Geologisk,prospektering
71351800Topografi-,og dykkertjenester71351810Topografiske tjenester71351820Vannsøketjenester
